"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IS000009972","1950-10","29.55","34.95","12.0","ELAT, IS","","","213.7","3,G","1",",E","0",",E","0",",E","0","1,G","0","1,G","0","2,G","29","2,G","15","2,G","19501026",",1,G","19501017",",,E","19501001",",2,G","14.0","1,G,26,","0.3",",,E,17,","38.0","2,G,01,","","","0.0","2,G","0.3",",,,E","25.94","3,G","32.52","2,,,G","19.37","1,,,G"
"IS000009972","1950-11","29.55","34.95","12.0","ELAT, IS","","","","","1",",E","1",",E","0",",E","0","3,G","0","3,G","0","4,G","26","4,G","2","4,G","19501129","+,3,G","19501109",",,E","19501101",",4,G","12.0","3,G,29,+","10.8",",,E,09,","36.0","4,G,01,","","","","","10.8",",,,E","21.83","7,G","28.73","4,,,G","14.93","3,,,G"
"IS000009972","1950-12","29.55","34.95","12.0","ELAT, IS","","","","","2",",E","1",",E","0",",E","0","3,G","0","3,G","0","3,G","25","3,G","0","3,G","19501230",",3,G","19501227",",,E","19501218","+,3,G","6.0","3,G,30,","3.6",",,E,27,","30.0","3,G,18,+","","","","","5.5",",,,E","18.45","6,G","24.86","3,,,G","12.04","3,,,G"
"IS000009972","1951-01","29.55","34.95","12.0","ELAT, IS","1.0","G","1.0","1,G","2",",E","0",",E","0",",E","0",",G","0",",G","0","1,G","20","1,G","0","1,G","19510117",",,G","19510106",",,E","19510131",",1,G","7.0",",G,17,","1.6",",,E,06,","27.0","1,G,31,","","","69.5","1,G","1.9",",,,E","16.02","1,G","22.10","1,,,G","9.94",",,,G"
"IS000009972","1951-02","29.55","34.95","12.0","ELAT, IS","16.3","G","15.3",",G","2",",E","0",",E","0",",E","0",",G","0",",G","0",",G","20",",G","0",",G","19510213",",,G","19510211",",,E","19510228",",,G","7.0",",G,13,","1.5",",,E,11,","29.0",",G,28,","","","35.7",",G","2.4",",,,E","17.61",",G","23.11",",,,G","12.11",",,,G"
"IS000009972","1951-03","29.55","34.95","12.0","ELAT, IS","129.8","G","113.5","1,G","1",",E","0",",E","0",",E","0","1,G","0","1,G","0",",G","31",",G","3",",G","19510311",",1,G","19510323",",,E","19510323","+,,G","12.0","1,G,11,","0.4",",,E,23,","33.0",",G,23,+","","","0.0",",G","0.4",",,,E","22.04","1,G","28.42",",,,G","15.67","1,,,G"
"IS000009972","1951-04","29.55","34.95","12.0","ELAT, IS","308.5","G","178.7","2,G","0",",E","0",",E","0",",E","0",",G","0",",G","0","2,G","28","2,G","11","2,G","19510421","+,,G","19510430","+,,E","19510430","+,2,G","14.0",",G,21,+","0.0",",,E,30,+","36.0","2,G,30,+","","","0.0","2,G","0.0",",,,E","24.73","2,G","31.32","2,,,G","18.13",",,,G"
"IS000009972","1951-05","29.55","34.95","12.0","ELAT, IS","","","","","0",",E","0",",E","0",",E","0","1,G","0","1,G","","","","","","","19510503","+,1,G","19510531","+,,E","","","16.0","1,G,03,+","0.0",",,E,31,+","","","","","","","0.0",",,,E","","","","","21.87","1,,,G"
"IS000009972","1951-06","29.55","34.95","12.0","ELAT, IS","","","348.7","2,G","0",",E","0",",E","0",",E","0",",G","0",",G","0","2,G","28","2,G","28","2,G","19510620","+,,G","19510630","+,,E","19510607",",2,G","20.0",",G,20,+","0.0",",,E,30,+","43.0","2,G,07,","","","0.0","2,G","0.0",",,,E","30.87","2,G","38.11","2,,,G","23.63",",,,G"
"IS000009972","1951-07","29.55","34.95","12.0","ELAT, IS","","","","","0",",E","0",",E","0",",E","","","","","0","4,G","27","4,G","27","4,G","","","19510731","+,,E","19510719","+,4,G","","","0.0",",,E,31,+","42.0","4,G,19,+","","","","","0.0",",,,E","","","39.56","4,,,G","",""
"IS000009972","1951-08","29.55","34.95","12.0","ELAT, IS","","","462.7",",G","0",",E","0",",E","0",",E","0",",G","0",",G","0",",G","31",",G","31",",G","19510806",",,G","19510831","+,,E","19510818","+,,G","23.0",",G,06,","0.0",",,E,31,+","43.0",",G,18,+","","","0.0",",G","0.0",",,,E","33.26",",G","40.13",",,,G","26.39",",,,G"
"IS000009972","1951-09","29.55","34.95","12.0","ELAT, IS","","","360.7","2,G","0",",E","0",",E","0",",E","0","2,G","0","2,G","0",",G","30",",G","29",",G","19510930",",2,G","19510930","+,,E","19510910","+,,G","21.0","2,G,30,","0.0",",,E,30,+","42.0",",G,10,+","","","0.0",",G","0.0",",,,E","31.27","2,G","37.57",",,,G","24.96","2,,,G"
"IS000009972","1951-10","29.55","34.95","12.0","ELAT, IS","","","260.7",",G","0",",E","0",",E","0",",E","0",",G","0",",G","0",",G","31",",G","16",",G","19511031","+,,G","19511031","+,,E","19511004",",,G","17.0",",G,31,+","0.0",",,E,31,+","38.0",",G,04,","","","0.0",",G","0.0",",,,E","26.74",",G","32.55",",,,G","20.94",",,,G"
"IS000009972","1951-11","29.55","34.95","12.0","ELAT, IS","","","87.8","1,G","0",",E","0",",E","0",",E","0","1,G","0","1,G","0",",G","30",",G","0",",G","19511130","+,1,G","19511104",",,E","19511105",",,G","11.0","1,G,30,+","0.1",",,E,04,","32.0",",G,05,","","","2.0",",G","0.1",",,,E","21.34","1,G","27.53",",,,G","15.14","1,,,G"
"IS000009972","1951-12","29.55","34.95","12.0","ELAT, IS","","","0.0",",G","4",",E","1",",E","0",",E","0",",G","0",",G","0",",G","13",",G","0",",G","19511225","+,,G","19511223",",,E","19511213","+,,G","5.0",",G,25,+","5.1",",,E,23,","25.0",",G,13,+","","","109.3",",G","8.1",",,,E","14.81",",G","19.90",",,,G","9.71",",,,G"
"IS000009972","1952-01","29.55","34.95","12.0","ELAT, IS","7.3","G","7.3",",G","2",",E","0",",E","0",",E","0",",G","0",",G","0",",G","15",",G","0",",G","19520113",",,G","19520130",",,E","19520125",",,G","6.0",",G,13,","0.8",",,E,30,","26.0",",G,25,","","","86.7",",G","1.3",",,,E","15.77",",G","21.58",",,,G","9.97",",,,G"
"IS000009972","1952-02","29.55","34.95","12.0","ELAT, IS","22.8","G","15.5","1,G","2",",E","1",",E","0",",E","0","1,G","0","1,G","0",",G","18",",G","0",",G","19520218","+,1,G","19520201",",,E","19520218",",,G","8.0","1,G,18,+","15.0",",,E,01,","28.0",",G,18,","","","35.8",",G","16.0",",,,E","17.56","1,G","22.86",",,,G","12.25","1,,,G"
"IS000009972","1952-03","29.55","34.95","12.0","ELAT, IS","79.5","G","56.7",",G","0",",E","0",",E","0",",E","0",",G","0",",G","0",",G","26",",G","3",",G","19520318","+,,G","19520331","+,,E","19520331","+,,G","8.0",",G,18,+","0.0",",,E,31,+","36.0",",G,31,+","","","23.5",",G","0.0",",,,E","19.40",",G","25.52",",,,G","13.29",",,,G"
"IS000009972","1952-04","29.55","34.95","12.0","ELAT, IS","","","","","0",",E","0",",E","0",",E","0","3,G","0","3,G","","","","","","","19520414",",3,G","19520430","+,,E","","","10.0","3,G,14,","0.0",",,E,30,+","","","","","","","0.0",",,,E","","","","","17.41","3,,,G"
"IS000009972","1952-05","29.55","34.95","12.0","ELAT, IS","","","","","0",",E","0",",E","0",",E","0","2,G","0","2,G","","","","","","","19520505","+,2,G","19520531","+,,E","","","17.0","2,G,05,+","0.0",",,E,31,+","","","","","","","0.0",",,,E","","","","","21.07","2,,,G"
"IS000009972","1952-06","29.55","34.95","12.0","ELAT, IS","","","","","0",",E","0",",E","0",",E","","","","","","","","","","","","","19520630","+,,E","","","","","0.0",",,E,30,+","","","","","","","0.0",",,,E","","","","","",""
"IS000009972","1952-07","29.55","34.95","12.0","ELAT, IS","","","395.8","2,G","0",",E","0",",E","0",",E","0",",G","0",",G","0","2,G","29","2,G","29","2,G","19520705",",,G","19520731","+,,E","19520731","+,2,G","21.0",",G,05,","0.0",",,E,31,+","41.0","2,G,31,+","0.0","G","0.0","2,G","0.0",",,,E","31.97","2,G","38.72","2,,,G","25.23",",,,G"
"IS000009972","1952-08","29.55","34.95","12.0","ELAT, IS","","","465.7",",G","0",",E","0",",E","0",",E","0",",G","0",",G","0",",G","31",",G","31",",G","19520813",",,G","19520831","+,,E","19520825",",,G","24.0",",G,13,","0.0",",,E,31,+","46.0",",G,25,","0.0","G","0.0",",G","0.0",",,,E","33.35",",G","40.16",",,,G","26.55",",,,G"
"IS000009972","1952-09","29.55","34.95","12.0","ELAT, IS","","","416.3","1,G","0",",E","0",",E","0",",E","0",",G","0",",G","0","1,G","29","1,G","29","1,G","19520928","+,,G","19520930","+,,E","19520916",",1,G","23.0",",G,28,+","0.0",",,E,30,+","43.0","1,G,16,","0.0","G","0.0","1,G","0.0",",,,E","32.69","1,G","39.28","1,,,G","26.10",",,,G"
"IS000009972","1952-10","29.55","34.95","12.0","ELAT, IS","","","296.8","2,G","0",",E","0",",E","0",",E","0","1,G","0","1,G","0","2,G","29","2,G","23","2,G","19521030","+,1,G","19521031","+,,E","19521027","+,2,G","20.0","1,G,30,+","0.0",",,E,31,+","39.0","2,G,27,+","0.0","G","0.0","2,G","0.0",",,,E","28.53","2,G","34.72","2,,,G","22.33","1,,,G"
"IS000009972","1952-11","29.55","34.95","12.0","ELAT, IS","","","91.7","1,G","0",",E","0",",E","0",",E","0","1,G","0","1,G","0","1,G","29","1,G","1","1,G","19521125","+,1,G","19521130","+,,E","19521109",",1,G","12.0","1,G,25,+","0.0",",,E,30,+","33.0","1,G,09,","0.3","G","0.3","1,G","0.0",",,,E","21.48","1,G","27.62","1,,,G","15.34","1,,,G"
"IS000009972","1952-12","29.55","34.95","12.0","ELAT, IS","","","47.5",",G","0",",E","0",",E","0",",E","0",",G","0",",G","0",",G","26",",G","0",",G","19521222",",,G","19521231","+,,E","19521206",",,G","6.0",",G,22,","0.0",",,E,31,+","31.0",",G,06,","28.6","G","28.3",",G","0.0",",,,E","18.95",",G","24.94",",,,G","12.97",",,,G"
"IS000009972","1953-01","29.55","34.95","12.0","ELAT, IS","","","","","1",",E","1",",E","0",",E","0","1,G","0","1,G","","","","","","","19530116",",1,G","19530131",",,E","","","4.0","1,G,16,","3.3",",,E,31,","","","","","","","3.3",",,,E","","","","","9.60","1,,,G"
"IS000009972","1953-02","29.55","34.95","12.0","ELAT, IS","","","23.3",",G","2",",E","2",",E","0",",E","0",",G","0",",G","0",",G","18",",G","0",",G","19530202",",,G","19530227",",,E","19530215",",,G","7.0",",G,02,","10.7",",,E,27,","31.0",",G,15,","","","47.1",",G","15.1",",,,E","17.49",",G","23.29",",,,G","11.68",",,,G"
"IS000009972","1953-03","29.55","34.95","12.0","ELAT, IS","","","42.0","3,G","2",",E","2",",E","1",",E","0",",G","0",",G","0","3,G","15","3,G","2","3,G","19530303","+,,G","19530331",",,E","19530329",",3,G","7.0",",G,03,+","34.4",",,E,31,","36.0","3,G,29,","","","60.8","3,G","50.5",",,,E","17.52","3,G","23.75","3,,,G","11.29",",,,G"
"IS000009972","1953-04","29.55","34.95","12.0","ELAT, IS","","","151.3","2,G","0",",E","0",",E","0",",E","0","2,G","0","2,G","0","1,G","28","1,G","14","1,G","19530410","+,2,G","19530430","+,,E","19530417",",1,G","12.0","2,G,10,+","0.0",",,E,30,+","38.0","1,G,17,","","","1.7","1,G","0.0",",,,E","23.78","2,G","30.52","1,,,G","17.04","2,,,G"
"IS000009972","1953-05","29.55","34.95","12.0","ELAT, IS","","","","","0",",E","0",",E","0",",E","0","2,G","0","2,G","","","","","","","19530523","+,2,G","19530531","+,,E","","","17.0","2,G,23,+","0.0",",,E,31,+","","","","","","","0.0",",,,E","","","","","21.00","2,,,G"
"IS000009972","1953-06","29.55","34.95","12.0","ELAT, IS","","","","","0",",E","0",",E","0",",E","0",",G","0",",G","","","","","","","19530613",",,G","19530630","+,,E","","","21.0",",G,13,","0.0",",,E,30,+","","","","","","","0.0",",,,E","","","","","24.43",",,,G"
"IS000009972","1953-07","29.55","34.95","12.0","ELAT, IS","","","","","0",",E","0",",E","0",",E","0","1,G","0","1,G","","","","","","","19530710","+,1,G","19530731","+,,E","","","24.0","1,G,10,+","0.0",",,E,31,+","","","","","","","0.0",",,,E","","","","","26.67","1,,,G"
"IS000009972","1953-08","29.55","34.95","12.0","ELAT, IS","","","451.7",",G","0",",E","0",",E","0",",E","0",",G","0",",G","0",",G","31",",G","31",",G","19530825","+,,G","19530831","+,,E","19530809",",,G","24.0",",G,25,+","0.0",",,E,31,+","44.0",",G,09,","","","0.0",",G","0.0",",,,E","32.90",",G","39.65",",,,G","26.16",",,,G"
"IS000009972","1953-09","29.55","34.95","12.0","ELAT, IS","","","326.0",",G","0",",E","0",",E","0",",E","0",",G","0",",G","0",",G","30",",G","29",",G","19530927","+,,G","19530930","+,,E","19530904",",,G","20.0",",G,27,+","0.0",",,E,30,+","39.0",",G,04,","","","0.0",",G","0.0",",,,E","29.20",",G","35.60",",,,G","22.80",",,,G"
"IS000009972","1953-10","29.55","34.95","12.0","ELAT, IS","","","278.2",",G","0",",E","0",",E","0",",E","0",",G","0",",G","0",",G","31",",G","16",",G","19531030",",,G","19531031","+,,E","19531011",",,G","16.0",",G,30,","0.0",",,E,31,+","40.0",",G,11,","","","0.0",",G","0.0",",,,E","27.31",",G","33.42",",,,G","21.19",",,,G"
"IS000009972","1953-11","29.55","34.95","12.0","ELAT, IS","","","68.5",",G","0",",E","0",",E","0",",E","0",",G","0",",G","0",",G","21",",G","0",",G","19531130",",,G","19531130","+,,E","19531107","+,,G","5.0",",G,30,","0.0",",,E,30,+","32.0",",G,07,+","","","41.5",",G","0.0",",,,E","19.23",",G","24.83",",,,G","13.63",",,,G"
"IS000009972","1953-12","29.55","34.95","12.0","ELAT, IS","","","1.5",",G","2",",E","1",",E","0",",E","0",",G","0",",G","0",",G","9",",G","0",",G","19531212",",,G","19531230",",,E","19531231","+,,G","3.0",",G,12,","14.9",",,E,30,","24.0",",G,31,+","","","141.8",",G","15.3",",,,E","13.81",",G","19.65",",,,G","7.97",",,,G"
"IS000009972","1954-01","29.55","34.95","12.0","ELAT, IS","0.0","G","0.0",",G","0",",E","0",",E","0",",E","0",",G","0",",G","0",",G","3",",G","0",",G","19540106","+,,G","19540131","+,,E","19540131",",,G","5.0",",G,06,+","0.0",",,E,31,+","23.0",",G,31,","","","134.3",",G","0.0",",,,E","14.00",",G","19.84",",,,G","8.16",",,,G"
"IS000009972","1954-02","29.55","34.95","12.0","ELAT, IS","4.2","G","4.2","2,G","1",",E","1",",E","0",",E","0","1,G","0","1,G","0","1,G","13","1,G","0","1,G","19540201",",1,G","19540218",",,E","19540218",",1,G","7.0","1,G,01,","24.3",",,E,18,","27.0","1,G,18,","","","59.3","1,G","24.3",",,,E","16.31","2,G","21.85","1,,,G","10.78","1,,,G"
"IS000009972","1954-03","29.55","34.95","12.0","ELAT, IS","102.0","G","97.8",",G","1",",E","1",",E","0",",E","0",",G","0",",G","0",",G","30",",G","1",",G","19540313","+,,G","19540330",",,E","19540329",",,G","13.0",",G,13,+","18.0",",,E,30,","33.0",",G,29,","","","2.7",",G","18.0",",,,E","21.40",",G","26.97",",,,G","15.83",",,,G"
"IS000009972","1954-04","29.55","34.95","12.0","ELAT, IS","246.8","G","144.8",",G","1",",E","1",",E","0",",E","0",",G","0",",G","0",",G","29",",G","4",",G","19540411","+,,G","19540401",",,E","19540430","+,,G","13.0",",G,11,+","20.0",",,E,01,","36.0",",G,30,+","","","1.8",",G","20.0",",,,E","23.10",",G","28.90",",,,G","17.30",",,,G"
"IS000009972","1954-05","29.55","34.95","12.0","ELAT, IS","598.0","G","351.2",",G","0",",E","0",",E","0",",E","0",",G","0",",G","0",",G","31",",G","25",",G","19540509",",,G","19540531","+,,E","19540525","+,,G","17.0",",G,09,","0.0",",,E,31,+","44.0",",G,25,+","","","0.0",",G","0.0",",,,E","29.66",",G","36.90",",,,G","22.42",",,,G"
"IS000009972","1954-06","29.55","34.95","12.0","ELAT, IS","932.0","G","334.0","3,G","0",",E","0",",E","0",",E","0","2,G","0","2,G","0","2,G","28","2,G","28","2,G","19540619",",2,G","19540630","+,,E","19540610","+,2,G","19.0","2,G,19,","0.0",",,E,30,+","41.0","2,G,10,+","","","0.0","2,G","0.0",",,,E","30.70","3,G","38.64","2,,,G","22.75","2,,,G"
"IS000009972","1954-07","29.55","34.95","12.0","ELAT, IS","1368.0","G","436.0","1,G","0",",E","0",",E","0",",E","0","1,G","0","1,G","0","1,G","30","1,G","30","1,G","19540712","+,1,G","19540731","+,,E","19540714",",1,G","22.0","1,G,12,+","0.0",",,E,31,+","46.0","1,G,14,","0.0","G","0.0","1,G","0.0",",,,E","32.87","1,G","40.70","1,,,G","25.03","1,,,G"
"IS000009972","1954-08","29.55","34.95","12.0","ELAT, IS","1835.2","G","467.2",",G","0",",E","0",",E","0",",E","0",",G","0",",G","0",",G","31",",G","31",",G","19540810",",,G","19540831","+,,E","19540823","+,,G","23.0",",G,10,","0.0",",,E,31,+","44.0",",G,23,+","0.0","G","0.0",",G","0.0",",,,E","33.40",",G","40.35",",,,G","26.45",",,,G"
"IS000009972","1954-09","29.55","34.95","12.0","ELAT, IS","2177.0","G","341.8","1,G","0",",E","0",",E","0",",E","0",",G","0",",G","0","1,G","29","1,G","29","1,G","19540928","+,,G","19540930","+,,E","19540922",",1,G","20.0",",G,28,+","0.0",",,E,30,+","40.0","1,G,22,","0.0","G","0.0","1,G","0.0",",,,E","30.07","1,G","36.41","1,,,G","23.73",",,,G"
"IS000009972","1954-10","29.55","34.95","12.0","ELAT, IS","2443.2","G","266.2",",G","0",",E","0",",E","0",",E","0",",G","0",",G","0",",G","31",",G","18",",G","19541031","+,,G","19541018",",,E","19541013",",,G","17.0",",G,31,+","0.1",",,E,18,","40.0",",G,13,","0.0","G","0.0",",G","0.1",",,,E","26.92",",G","33.10",",,,G","20.74",",,,G"
"IS000009972","1954-11","29.55","34.95","12.0","ELAT, IS","2548.5","G","105.3",",G","2",",E","2",",E","0",",E","0",",G","0",",G","0",",G","27",",G","2",",G","19541127",",,G","19541121",",,E","19541115","+,,G","11.0",",G,27,","6.1",",,E,21,","33.0",",G,15,+","7.3","G","7.3",",G","9.6",",,,E","21.60",",G","26.90",",,,G","16.30",",,,G"
"IS000009972","1954-12","29.55","34.95","12.0","ELAT, IS","2552.8","G","4.3",",G","6",",E","1",",E","0",",E","0",",G","0",",G","0",",G","14",",G","0",",G","19541231","+,,G","19541218",",,E","19541216",",,G","8.0",",G,31,+","19.0",",,E,18,","27.0",",G,16,","72.5","G","65.2",",G","24.9",",,,E","16.37",",G","21.26",",,,G","11.48",",,,G"
"IS000009972","1955-01","29.55","34.95","12.0","ELAT, IS","5.3","G","5.3",",G","1",",E","0",",E","0",",E","0",",G","0",",G","0",",G","21",",G","0",",G","19550108","+,,G","19550129",",,E","19550123",",,G","6.0",",G,08,+","0.5",",,E,29,","27.0",",G,23,","134.2","G","61.7",",G","0.5",",,,E","16.52",",G","22.68",",,,G","10.35",",,,G"
"IS000009972","1955-02","29.55","34.95","12.0","ELAT, IS","28.3","G","23.0","1,G","0",",E","0",",E","0",",E","0","1,G","0","1,G","0",",G","28",",G","0",",G","19550203",",1,G","19550228","+,,E","19550221","+,,G","8.0","1,G,03,","0.0",",,E,28,+","31.0",",G,21,+","150.2","G","16.0",",G","0.0",",,,E","18.65","1,G","25.86",",,,G","11.44","1,,,G"
"IS000009972","1955-03","29.55","34.95","12.0","ELAT, IS","81.1","G","52.8","1,G","1",",E","0",",E","0",",E","0","1,G","0","1,G","0",",G","31",",G","2",",G","19550306",",1,G","19550325",",,E","19550331",",,G","10.0","1,G,06,","0.8",",,E,25,","36.0",",G,31,","153.0","G","2.8",",G","0.8",",,,E","20.01","1,G","26.32",",,,G","13.70","1,,,G"
"IS000009972","1955-04","29.55","34.95","12.0","ELAT, IS","242.9","G","161.8","1,G","2",",E","0",",E","0",",E","0","1,G","0","1,G","0",",G","30",",G","8",",G","19550410",",1,G","19550430",",,E","19550401",",,G","12.0","1,G,10,","1.3",",,E,30,","38.0",",G,01,","153.0","G","0.0",",G","2.1",",,,E","23.96","1,G","30.33",",,,G","17.59","1,,,G"
"IS000009972","1955-05","29.55","34.95","12.0","ELAT, IS","551.2","G","308.3",",G","0",",E","0",",E","0",",E","0",",G","0",",G","0",",G","31",",G","24",",G","19550505","+,,G","19550531","+,,E","19550531","+,,G","16.0",",G,05,+","0.0",",,E,31,+","41.0",",G,31,+","153.0","G","0.0",",G","0.0",",,,E","28.28",",G","35.17",",,,G","21.38",",,,G"
"IS000009972","1955-06","29.55","34.95","12.0","ELAT, IS","980.2","G","429.0",",G","0",",E","0",",E","0",",E","0",",G","0",",G","0",",G","30",",G","30",",G","19550618","+,,G","19550630","+,,E","19550612",",,G","23.0",",G,18,+","0.0",",,E,30,+","47.0",",G,12,","153.0","G","0.0",",G","0.0",",,,E","32.63",",G","40.47",",,,G","24.80",",,,G"
"IS000009972","1955-07","29.55","34.95","12.0","ELAT, IS","1429.4","G","449.2",",G","0",",E","0",",E","0",",E","0",",G","0",",G","0",",G","31",",G","31",",G","19550724","+,,G","19550731","+,,E","19550730","+,,G","24.0",",G,24,+","0.0",",,E,31,+","44.0",",G,30,+","0.0","G","0.0",",G","0.0",",,,E","32.82",",G","40.10",",,,G","25.55",",,,G"
"IS000009972","1955-08","29.55","34.95","12.0","ELAT, IS","","","","","0",",E","0",",E","0",",E","","","","","","","","","","","","","19550831","+,,E","","","","","0.0",",,E,31,+","","","","","","","0.0",",,,E","","","","","",""
"IS000009972","1955-09","29.55","34.95","12.0","ELAT, IS","","","296.5",",G","0",",E","0",",E","0",",E","0",",G","0",",G","0",",G","30",",G","29",",G","19550930",",,G","19550930","+,,E","19550905",",,G","12.0",",G,30,","0.0",",,E,30,+","42.0",",G,05,","","","0.0",",G","0.0",",,,E","28.22",",G","36.57",",,,G","19.87",",,,G"
"IS000009972","1955-10","29.55","34.95","12.0","ELAT, IS","","","285.2",",G","0",",E","0",",E","0",",E","0",",G","0",",G","0",",G","31",",G","22",",G","19551031","+,,G","19551031","+,,E","19551023","+,,G","17.0",",G,31,+","0.0",",,E,31,+","39.0",",G,23,+","","","0.0",",G","0.0",",,,E","27.53",",G","34.58",",,,G","20.48",",,,G"
"IS000009972","1955-11","29.55","34.95","12.0","ELAT, IS","","","103.5",",G","1",",E","0",",E","0",",E","0",",G","0",",G","0",",G","30",",G","1",",G","19551130",",,G","19551107",",,E","19551105",",,G","9.0",",G,30,","0.3",",,E,07,","35.0",",G,05,","","","4.0",",G","0.3",",,,E","21.65",",G","27.90",",,,G","15.40",",,,G"
