"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ISM00040180","1953-11","32.011","34.887","41.1","BEN GURION, IS","1059.6","S","19.4","4,S","10",",S","7",",S","1",",S","0","3,S","0","3,S","0","2,S","17","2,S","0","2,S","19531130",",3,S","19531119",",,S","19531103",",2,S","2.8","3,S,30,","89.9",",,S,19,","31.1","2,S,03,","56.9","S","56.9","2,S","164.9",",,,S","16.54","4,S","22.24","2,,,S","10.84","3,,,S"
"ISM00040180","1953-12","32.011","34.887","41.1","BEN GURION, IS","","","","","10",",S","8",",S","2",",S","0","3,S","0","3,S","0","3,S","4","3,S","0","3,S","19531212",",3,S","19531218",",,S","19531231",",3,S","1.1","3,S,12,","45.0",",,S,18,","23.9","3,S,31,","","","","","147.0",",,,S","11.90","6,S","17.86","3,,,S","5.94","3,,,S"
"ISM00040180","1954-01","32.011","34.887","41.1","BEN GURION, IS","0.0","S","0.0","3,S","11",",S","8",",S","0",",S","0","2,S","0","2,S","0","1,S","2","1,S","0","1,S","19540114",",2,S","19540122",",,S","19540107",",1,S","1.1","2,S,14,","24.9",",,S,22,","25.6","1,S,07,","","","176.6","1,S","89.5",",,,S","12.00","3,S","17.07","1,,,S","6.92","2,,,S"
"ISM00040180","1954-02","32.011","34.887","41.1","BEN GURION, IS","0.0","S","0.0","2,S","11",",S","9",",S","0",",S","0",",S","0",",S","0","2,S","3","2,S","0","2,S","19540206","+,,S","19540208",",,S","19540203",",2,S","2.8",",S,06,+","21.1",",,S,08,","25.0","2,S,03,","","","139.7","2,S","122.5",",,,S","12.96","2,S","18.33","2,,,S","7.59",",,,S"
"ISM00040180","1954-03","32.011","34.887","41.1","BEN GURION, IS","17.8","S","17.8","2,S","5",",S","4",",S","0",",S","0","2,S","0","2,S","0",",S","20",",S","2",",S","19540320","+,2,S","19540319",",,S","19540330",",,S","6.1","2,S,20,+","8.9",",,S,19,","32.8",",S,30,","","","85.5",",S","27.2",",,,S","16.01","2,S","22.29",",,,S","9.73","2,,,S"
"ISM00040180","1954-04","32.011","34.887","41.1","BEN GURION, IS","33.6","S","15.8","5,S","6",",S","3",",S","0",",S","0","4,S","0","4,S","0","1,S","13","1,S","3","1,S","19540426","+,4,S","19540403",",,S","19540430","+,1,S","7.2","4,S,26,+","11.9",",,S,03,","33.9","1,S,30,+","","","71.1","1,S","28.0",",,,S","16.14","5,S","22.13","1,,,S","10.15","4,,,S"
"ISM00040180","1954-05","32.011","34.887","41.1","BEN GURION, IS","132.5","S","98.9","1,S","0",",S","0",",S","0",",S","0","1,S","0","1,S","0",",S","31",",S","12",",S","19540507","+,1,S","19540531","+,,S","19540528","+,,S","7.8","1,S,07,+","0.0",",,S,31,+","37.8",",S,28,+","","","10.6",",S","0.0",",,,S","21.25","1,S","28.73",",,,S","13.77","1,,,S"
"ISM00040180","1954-06","32.011","34.887","41.1","BEN GURION, IS","274.0","S","141.5",",S","0",",S","0",",S","0",",S","0",",S","0",",S","0",",S","30",",S","0",",S","19540619","+,,S","19540630","+,,S","19540606",",,S","15.0",",S,19,+","0.0",",,S,30,+","31.1",",S,06,","","","0.0",",S","0.0",",,,S","23.05",",S","28.58",",,,S","17.52",",,,S"
"ISM00040180","1954-07","32.011","34.887","41.1","BEN GURION, IS","502.7","S","228.7",",S","0",",S","0",",S","0",",S","0",",S","0",",S","0",",S","31",",S","9",",S","19540710",",,S","19540731","+,,S","19540731",",,S","17.2",",S,10,","0.0",",,S,31,+","36.1",",S,31,","0.0","S","0.0",",S","0.0",",,,S","25.71",",S","31.12",",,,S","20.30",",,,S"
"ISM00040180","1954-08","32.011","34.887","41.1","BEN GURION, IS","747.8","S","245.1","1,S","0",",S","0",",S","0",",S","0","1,S","0","1,S","0",",S","31",",S","17",",S","19540816","+,1,S","19540831","+,,S","19540822",",,S","18.9","1,S,16,+","0.0",",,S,31,+","36.1",",S,22,","0.0","S","0.0",",S","0.0",",,,S","26.57","1,S","32.02",",,,S","21.13","1,,,S"
"ISM00040180","1954-09","32.011","34.887","41.1","BEN GURION, IS","935.3","S","187.5","1,S","0",",S","0",",S","0",",S","0",",S","0",",S","0","1,S","29","1,S","2","1,S","19540929",",,S","19540930","+,,S","19540923",",1,S","16.1",",S,29,","0.0",",,S,30,+","33.9","1,S,23,","0.0","S","0.0","1,S","0.0",",,,S","24.84","1,S","29.66","1,,,S","20.01",",,,S"
"ISM00040180","1954-10","32.011","34.887","41.1","BEN GURION, IS","1051.9","S","116.6","4,S","2",",S","0",",S","0",",S","0","4,S","0","4,S","0",",S","31",",S","3",",S","19541005",",4,S","19541027",",,S","19541005",",,S","13.9","4,S,05,","0.5",",,S,27,","32.8",",S,05,","0.0","S","0.0",",S","0.8",",,,S","22.63","4,S","28.33",",,,S","16.93","4,,,S"
"ISM00040180","1954-11","32.011","34.887","41.1","BEN GURION, IS","1108.3","S","56.4",",S","8",",S","6",",S","2",",S","0",",S","0",",S","0",",S","23",",S","1",",S","19541126",",,S","19541121",",,S","19541116",",,S","8.9",",S,26,","31.0",",,S,21,","32.2",",S,16,","28.9","S","28.9",",S","99.5",",,,S","19.25",",S","24.46",",,,S","14.04",",,,S"
"ISM00040180","1954-12","32.011","34.887","41.1","BEN GURION, IS","1110.2","S","1.9","2,S","10","1,S","4","1,S","2","1,S","0","1,S","0","1,S","0","1,S","12","1,S","0","1,S","19541226","+,1,S","19541229",",1,S","19541216","+,1,S","7.2","1,S,26,+","70.1","1,,S,29,","25.0","1,S,16,+","144.3","S","115.4","1,S","146.1","1,,,S","14.41","2,S","19.30","1,,,S","9.52","1,,,S"
"ISM00040180","1955-01","32.011","34.887","41.1","BEN GURION, IS","0.6","S","0.6","2,S","","","","","","","0","1,S","0","1,S","0","1,S","8","1,S","0","1,S","19550128",",1,S","","","19550119","+,1,S","2.8","1,S,28,","","","25.0","1,S,19,+","271.2","S","126.9","1,S","","","13.98","2,S","20.17","1,,,S","7.78","1,,,S"
"ISM00040180","1955-02","32.011","34.887","41.1","BEN GURION, IS","7.0","S","6.4",",S","","","","","","","0",",S","0",",S","0",",S","14",",S","0",",S","19550202",",,S","","","19550227",",,S","5.0",",S,02,","","","31.1",",S,27,","353.4","S","82.2",",S","","","15.63",",S","22.40",",,,S","8.85",",,,S"
"ISM00040180","1955-03","32.011","34.887","41.1","BEN GURION, IS","15.1","S","8.1","3,S","","","","","","","0","3,S","0","3,S","0",",S","17",",S","0",",S","19550308",",3,S","","","19550309","+,,S","3.9","3,S,08,","","","31.1",",S,09,+","442.8","S","89.4",",S","","","15.21","3,S","21.95",",,,S","8.48","3,,,S"
"ISM00040180","1955-04","32.011","34.887","41.1","BEN GURION, IS","48.1","S","33.0","3,S","","","","","","","0","3,S","0","3,S","0",",S","24",",S","5",",S","19550418","+,3,S","","","19550402","+,,S","6.1","3,S,18,+","","","36.1",",S,02,+","484.2","S","41.4",",S","","","18.03","3,S","24.83",",,,S","11.23","3,,,S"
"ISM00040180","1955-05","32.011","34.887","41.1","BEN GURION, IS","108.0","S","59.9","2,S","","","","","","","0","2,S","0","2,S","0","1,S","29","1,S","2","1,S","19550512","+,2,S","","","19550508",",1,S","11.1","2,S,12,+","","","33.9","1,S,08,","493.9","S","9.7","1,S","","","20.00","2,S","26.31","1,,,S","13.69","2,,,S"
"ISM00040180","1955-06","32.011","34.887","41.1","BEN GURION, IS","275.8","S","167.8","2,S","","","","","","","0","1,S","0","1,S","0","1,S","29","1,S","8","1,S","19550624","+,1,S","","","19550611",",1,S","15.0","1,S,24,+","","","36.1","1,S,11,","493.9","S","0.0","1,S","","","24.23","2,S","30.25","1,,,S","18.20","1,,,S"
"ISM00040180","1955-07","32.011","34.887","41.1","BEN GURION, IS","493.5","S","217.7",",S","","","","","","","0",",S","0",",S","0",",S","31",",S","7",",S","19550714","+,,S","","","19550730","+,,S","17.8",",S,14,+","","","35.0",",S,30,+","0.0","S","0.0",",S","","","25.36",",S","30.75",",,,S","19.96",",,,S"
"ISM00040180","1957-02","32.011","34.887","41.1","BEN GURION, IS","","","","","","","","","","","","","","","0","4,S","10","4,S","0","4,S","","","","","19570228","+,4,S","","","","","23.9","4,S,28,+","","","","","","","","","19.12","4,,,S","",""
"ISM00040180","1957-07","32.011","34.887","41.1","BEN GURION, IS","","","195.3",",S","","","","","","","0",",S","0",",S","0",",S","31",",S","3",",S","19570709",",,S","","","19570731","+,,S","12.2",",S,09,","","","32.2",",S,31,+","0.0","S","0.0",",S","","","24.63",",S","30.03",",,,S","19.23",",,,S"
"ISM00040180","1957-08","32.011","34.887","41.1","BEN GURION, IS","","","233.7","1,S","","","","","","","0","1,S","0","1,S","0",",S","31",",S","11",",S","19570811",",1,S","","","19570821",",,S","17.8","1,S,11,","","","33.9",",S,21,","0.0","S","0.0",",S","","","26.10","1,S","31.14",",,,S","21.07","1,,,S"
"ISM00040180","1957-09","32.011","34.887","41.1","BEN GURION, IS","","","187.4",",S","","","","","","","0",",S","0",",S","0",",S","30",",S","4",",S","19570924",",,S","","","19570917","+,,S","16.1",",S,24,","","","32.8",",S,17,+","0.0","S","0.0",",S","","","24.58",",S","29.97",",,,S","19.19",",,,S"
"ISM00040180","1957-10","32.011","34.887","41.1","BEN GURION, IS","","","148.2",",S","","","","","","","0",",S","0",",S","0",",S","31",",S","4",",S","19571026","+,,S","","","19571028",",,S","13.9",",S,26,+","","","35.0",",S,28,","0.0","S","0.0",",S","","","23.11",",S","29.34",",,,S","16.89",",,,S"
"ISM00040180","1957-11","32.011","34.887","41.1","BEN GURION, IS","","","28.8","1,S","","","","","","","0","1,S","0","1,S","0",",S","26",",S","1",",S","19571123",",1,S","","","19571105",",,S","8.9","1,S,23,","","","32.2",",S,05,","13.6","S","13.6",",S","","","18.88","1,S","24.72",",,,S","13.04","1,,,S"
"ISM00040180","1957-12","32.011","34.887","41.1","BEN GURION, IS","","","2.3",",S","","","","","","","0",",S","0",",S","0",",S","13",",S","0",",S","19571229","+,,S","","","19571216",",,S","5.0",",S,29,+","","","27.8",",S,16,","121.1","S","107.5",",S","","","14.94",",S","20.66",",,,S","9.21",",,,S"
"ISM00040180","1958-01","32.011","34.887","41.1","BEN GURION, IS","3.6","S","3.6","2,S","","","","","","","0","2,S","0","2,S","0",",S","6",",S","0",",S","19580128",",2,S","","","19580113",",,S","5.0","2,S,28,","","","27.8",",S,13,","252.4","S","131.3",",S","","","13.98","2,S","19.04",",,,S","8.93","2,,,S"
"ISM00040180","1958-02","32.011","34.887","41.1","BEN GURION, IS","8.3","S","4.7","1,S","","","","","","","0",",S","0",",S","0","1,S","10","1,S","1","1,S","19580226","+,,S","","","19580228",",1,S","2.8",",S,26,+","","","32.8","1,S,28,","387.2","S","134.8","1,S","","","13.51","1,S","20.74","1,,,S","6.29",",,,S"
"ISM00040180","1958-03","32.011","34.887","41.1","BEN GURION, IS","33.9","S","25.6","4,S","","","","","","","0","3,S","0","3,S","0","1,S","23","1,S","3","1,S","19580312",",3,S","","","19580331",",1,S","3.9","3,S,12,","","","37.8","1,S,31,","463.8","S","76.6","1,S","","","16.25","4,S","24.45","1,,,S","8.06","3,,,S"
"ISM00040180","1958-04","32.011","34.887","41.1","BEN GURION, IS","90.2","S","56.3","1,S","","","","","","","0","1,S","0","1,S","0",",S","30",",S","7",",S","19580413",",1,S","","","19580416",",,S","5.0","1,S,13,","","","36.1",",S,16,","491.6","S","27.8",",S","","","19.38","1,S","27.35",",,,S","11.41","1,,,S"
"ISM00040180","1958-05","32.011","34.887","41.1","BEN GURION, IS","155.7","S","65.5",",S","","","","","","","0",",S","0",",S","0",",S","31",",S","3",",S","19580501",",,S","","","19580512",",,S","8.9",",S,01,","","","32.8",",S,12,","506.3","S","14.7",",S","","","19.97",",S","26.56",",,,S","13.38",",,,S"
"ISM00040180","1958-06","32.011","34.887","41.1","BEN GURION, IS","299.4","S","143.7",",S","","","","","","","0",",S","0",",S","0",",S","30",",S","8",",S","19580621","+,,S","","","19580614","+,,S","13.9",",S,21,+","","","37.8",",S,14,+","506.3","S","0.0",",S","","","23.12",",S","30.08",",,,S","16.17",",,,S"
"ISM00040180","1958-07","32.011","34.887","41.1","BEN GURION, IS","495.8","S","196.4",",S","","","","","","","0",",S","0",",S","0",",S","31",",S","10",",S","19580707",",,S","","","19580706",",,S","15.0",",S,07,","","","36.1",",S,06,","0.0","S","0.0",",S","","","24.67",",S","31.00",",,,S","18.34",",,,S"
